Original_Log,Cleaned_Log,Cluster_ID,Category
[Sun Dec 04 04:54:20 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:56:52 2005] [notice] jk2_init() Found child 8527 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:56:52 2005] [notice] jk2_init() Found child 8533 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:56:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:56:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:56:59 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:57:00 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:57:20 2005] [notice] jk2_init() Found child 8536 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:57:20 2005] [notice] jk2_init() Found child 8539 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:57:24 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:57:24 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:57:24 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:57:24 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:57:49 2005] [notice] jk2_init() Found child 8541 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:58:11 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:58:18 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:58:45 2005] [notice] jk2_init() Found child 8547 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:58:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:58:58 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:59:28 2005] [notice] jk2_init() Found child 8554 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:59:27 2005] [notice] jk2_init() Found child 8553 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 04:59:35 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:59:35 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 04:59:38 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 04:59:38 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:00:03 2005] [notice] jk2_init() Found child 8560 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:00:09 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:00:09 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:00:13 2005] [notice] jk2_init() Found child 8565 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:00:13 2005] [notice] jk2_init() Found child 8573 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:00:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:00:15 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:00:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:00:15 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:01:20 2005] [notice] jk2_init() Found child 8584 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:01:20 2005] [notice] jk2_init() Found child 8587 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:02:14 2005] [notice] jk2_init() Found child 8603 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:02:14 2005] [notice] jk2_init() Found child 8605 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8764 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8765 in scoreboard slot 11,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8763 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8744 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8743 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8738 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8766 in scoreboard slot 12,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:11:51 2005] [notice] jk2_init() Found child 25792 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:12:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:12:10 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:12:26 2005] [notice] jk2_init() Found child 25798 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:12:26 2005] [notice] jk2_init() Found child 25803 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:12:28 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:12:28 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:12:28 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:12:28 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:12:30 2005] [notice] jk2_init() Found child 25805 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:12:30 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:12:30 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 05:15:09 2005] [error] [client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 05:15:13 2005] [notice] jk2_init() Found child 1000 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 05:15:16 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 05:15:16 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:01:00 2005] [notice] jk2_init() Found child 32347 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:01:00 2005] [notice] jk2_init() Found child 32348 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:01:21 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:01:21 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:01:30 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:01:42 2005] [notice] jk2_init() Found child 32352 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:01:42 2005] [notice] jk2_init() Found child 32353 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:01:42 2005] [notice] jk2_init() Found child 32354 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:02:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:02:02 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:02:05 2005] [notice] jk2_init() Found child 32359 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:02:05 2005] [notice] jk2_init() Found child 32360 in scoreboard slot 11,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:02:05 2005] [notice] jk2_init() Found child 32358 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:02:05 2005] [notice] jk2_init() Found child 32355 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:02:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:02:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:02:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:02:07 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:06:00 2005] [notice] jk2_init() Found child 32388 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:06:00 2005] [notice] jk2_init() Found child 32387 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:06:00 2005] [notice] jk2_init() Found child 32386 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:06:10 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:06:11 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:06:12 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:06:12 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:06:20 2005] [notice] jk2_init() Found child 32389 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:06:24 2005] [notice] jk2_init() Found child 32391 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:06:24 2005] [notice] jk2_init() Found child 32390 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:06:24 2005] [notice] jk2_init() Found child 32392 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:06:26 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:06:26 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:06:26 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:06:26 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 06:11:11 2005] [notice] jk2_init() Found child 32410 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:11:11 2005] [notice] jk2_init() Found child 32411 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:12:31 2005] [notice] jk2_init() Found child 32423 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:12:31 2005] [notice] jk2_init() Found child 32422 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 06:12:31 2005] [notice] jk2_init() Found child 32419 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
